latitude,longitude,timestamp,unit
41.51149,-74.08361,2023-12-09T07:29:20Z,2000
41.51176,-74.08371,2023-12-09T07:29:21Z,2000
41.51182,-74.08374,2023-12-09T07:29:22Z,2000
41.512,-74.08382,2023-12-09T07:29:23Z,2000
41.5121,-74.08387,2023-12-09T07:29:24Z,2000
41.5121,-74.08387,2023-12-09T07:29:24Z,2000
41.51206,-74.08403,2023-12-09T07:29:25Z,2000
41.51202,-74.08417,2023-12-09T07:29:25Z,2000
41.51196,-74.08437,2023-12-09T07:29:26Z,2000
41.5119,-74.08454,2023-12-09T07:29:27Z,2000
41.51184,-74.0847,2023-12-09T07:29:28Z,2000
41.51177,-74.08485,2023-12-09T07:29:29Z,2000
41.51168,-74.08503,2023-12-09T07:29:30Z,2000
41.51162,-74.08515,2023-12-09T07:29:31Z,2000
41.51154,-74.08529,2023-12-09T07:29:32Z,2000
41.51145,-74.08544,2023-12-09T07:29:33Z,2000
41.51135,-74.08558,2023-12-09T07:29:34Z,2000
41.51125,-74.08574,2023-12-09T07:29:35Z,2000
41.51115,-74.08584,2023-12-09T07:29:36Z,2000
41.51106,-74.08594,2023-12-09T07:29:36Z,2000
41.51105,-74.08595,2023-12-09T07:29:37Z,2000
41.51094,-74.08607,2023-12-09T07:29:37Z,2000
41.51083,-74.08618,2023-12-09T07:29:38Z,2000
41.51072,-74.08628,2023-12-09T07:29:39Z,2000
41.5106,-74.08637,2023-12-09T07:29:40Z,2000
41.51048,-74.08646,2023-12-09T07:29:41Z,2000
41.51036,-74.08655,2023-12-09T07:29:42Z,2000
41.51023,-74.08663,2023-12-09T07:29:43Z,2000
41.5101,-74.08669,2023-12-09T07:29:44Z,2000
41.50998,-74.08675,2023-12-09T07:29:45Z,2000
41.50985,-74.08681,2023-12-09T07:29:46Z,2000
41.50963,-74.08688,2023-12-09T07:29:47Z,2000
41.50906,-74.0871,2023-12-09T07:29:51Z,2000
41.5089,-74.08716,2023-12-09T07:29:52Z,2000
41.50874,-74.08721,2023-12-09T07:29:53Z,2000
41.50862,-74.08726,2023-12-09T07:29:54Z,2000
41.50849,-74.08731,2023-12-09T07:29:55Z,2000
41.50836,-74.08736,2023-12-09T07:29:56Z,2000
41.50823,-74.08733,2023-12-09T07:29:57Z,2000
41.50823,-74.08733,2023-12-09T07:29:57Z,2000
41.50826,-74.08751,2023-12-09T07:29:58Z,2000
41.50845,-74.08847,2023-12-09T07:30:03Z,2000
41.50854,-74.089,2023-12-09T07:30:05Z,2000
41.50854,-74.08903,2023-12-09T07:30:06Z,2000
41.50863,-74.08947,2023-12-09T07:30:08Z,2000
41.50865,-74.08961,2023-12-09T07:30:09Z,2000
41.50871,-74.0899,2023-12-09T07:30:10Z,2000
41.50878,-74.09021,2023-12-09T07:30:12Z,2000
41.50882,-74.0904,2023-12-09T07:30:13Z,2000
41.50883,-74.09044,2023-12-09T07:30:13Z,2000
41.50892,-74.09078,2023-12-09T07:30:15Z,2000
41.50894,-74.09084,2023-12-09T07:30:15Z,2000
41.50896,-74.09092,2023-12-09T07:30:15Z,2000
41.50912,-74.09135,2023-12-09T07:30:18Z,2000
41.5092,-74.09156,2023-12-09T07:30:19Z,2000
41.5094,-74.09197,2023-12-09T07:30:21Z,2000
41.50959,-74.09239,2023-12-09T07:30:24Z,2000
41.51037,-74.09397,2023-12-09T07:30:33Z,2000
41.51099,-74.09525,2023-12-09T07:30:41Z,2000
41.51204,-74.0975,2023-12-09T07:30:54Z,2000
41.51239,-74.09825,2023-12-09T07:30:59Z,2000
41.51357,-74.10073,2023-12-09T07:31:13Z,2000
41.51412,-74.10186,2023-12-09T07:31:20Z,2000
41.51424,-74.10208,2023-12-09T07:31:21Z,2000
41.5145,-74.10257,2023-12-09T07:31:24Z,2000
41.51463,-74.10279,2023-12-09T07:31:26Z,2000
41.51493,-74.10327,2023-12-09T07:31:29Z,2000
41.51554,-74.10419,2023-12-09T07:31:35Z,2000
41.51582,-74.10457,2023-12-09T07:31:38Z,2000
41.51608,-74.10493,2023-12-09T07:31:40Z,2000
41.51616,-74.10504,2023-12-09T07:31:41Z,2000
41.51717,-74.10623,2023-12-09T07:31:50Z,2000
41.51746,-74.10658,2023-12-09T07:31:53Z,2000
41.51774,-74.10691,2023-12-09T07:31:55Z,2000
41.51779,-74.10697,2023-12-09T07:31:56Z,2000
41.51843,-74.10772,2023-12-09T07:32:01Z,2000
41.51865,-74.10788,2023-12-09T07:32:03Z,2000
41.51874,-74.10795,2023-12-09T07:32:04Z,2000
41.51883,-74.10805,2023-12-09T07:32:04Z,2000
41.51884,-74.10806,2023-12-09T07:32:04Z,2000
41.5189,-74.10814,2023-12-09T07:32:05Z,2000
41.51977,-74.10916,2023-12-09T07:32:13Z,2000
41.52086,-74.11048,2023-12-09T07:32:23Z,2000
41.52086,-74.11048,2023-12-09T07:32:23Z,2000
41.52078,-74.11058,2023-12-09T07:32:23Z,2000
41.51936,-74.11242,2023-12-09T07:32:37Z,2000
41.51921,-74.11261,2023-12-09T07:32:38Z,2000
41.51908,-74.1128,2023-12-09T07:32:39Z,2000
41.51895,-74.11299,2023-12-09T07:32:40Z,2000
41.51807,-74.11442,2023-12-09T07:32:50Z,2000
41.51651,-74.11726,2023-12-09T07:33:07Z,2000
41.51626,-74.11773,2023-12-09T07:33:10Z,2000
41.51603,-74.11817,2023-12-09T07:33:13Z,2000
41.51582,-74.11858,2023-12-09T07:33:15Z,2000
41.51565,-74.11894,2023-12-09T07:33:17Z,2000
41.51548,-74.1193,2023-12-09T07:33:20Z,2000
41.51532,-74.11967,2023-12-09T07:33:22Z,2000
41.51515,-74.12005,2023-12-09T07:33:24Z,2000
41.515,-74.12043,2023-12-09T07:33:26Z,2000
41.51485,-74.12082,2023-12-09T07:33:28Z,2000
41.51471,-74.12119,2023-12-09T07:33:30Z,2000
41.51456,-74.12159,2023-12-09T07:33:33Z,2000
41.51442,-74.12199,2023-12-09T07:33:35Z,2000
41.51429,-74.12238,2023-12-09T07:33:37Z,2000
41.51417,-74.12278,2023-12-09T07:33:39Z,2000
41.51405,-74.12318,2023-12-09T07:33:41Z,2000
41.51394,-74.12359,2023-12-09T07:33:43Z,2000
41.51394,-74.12359,2023-12-09T07:33:43Z,2000
41.51383,-74.12398,2023-12-09T07:33:45Z,2000
41.51375,-74.12427,2023-12-09T07:33:47Z,2000
41.51365,-74.12467,2023-12-09T07:33:49Z,2000
41.51359,-74.12495,2023-12-09T07:33:51Z,2000
41.51349,-74.12537,2023-12-09T07:33:53Z,2000
41.51331,-74.12619,2023-12-09T07:33:57Z,2000
41.51316,-74.12705,2023-12-09T07:34:01Z,2000
41.51309,-74.12747,2023-12-09T07:34:04Z,2000
41.51299,-74.12814,2023-12-09T07:34:07Z,2000
41.51292,-74.12874,2023-12-09T07:34:10Z,2000
41.51283,-74.12958,2023-12-09T07:34:14Z,2000
41.51277,-74.13017,2023-12-09T07:34:17Z,2000
41.51273,-74.1306,2023-12-09T07:34:19Z,2000
41.51268,-74.13117,2023-12-09T07:34:22Z,2000
41.51262,-74.13187,2023-12-09T07:34:26Z,2000
41.51259,-74.13231,2023-12-09T07:34:28Z,2000
41.51253,-74.13319,2023-12-09T07:34:32Z,2000
41.51248,-74.1339,2023-12-09T07:34:36Z,2000
41.51244,-74.13461,2023-12-09T07:34:40Z,2000
41.51241,-74.13519,2023-12-09T07:34:42Z,2000
41.51238,-74.13575,2023-12-09T07:34:45Z,2000
41.51236,-74.13634,2023-12-09T07:34:48Z,2000
41.51232,-74.13698,2023-12-09T07:34:51Z,2000
41.5123,-74.13756,2023-12-09T07:34:54Z,2000
41.51229,-74.13813,2023-12-09T07:34:57Z,2000
