latitude,longitude,timestamp,unit
39.83925,-75.39587,2023-12-10T18:33:32Z,2000
39.83917,-75.39582,2023-12-10T18:33:32Z,2000
39.83917,-75.39582,2023-12-10T18:33:32Z,2000
39.839,-75.3962,2023-12-10T18:33:34Z,2000
39.83894,-75.39629,2023-12-10T18:33:35Z,2000
39.83888,-75.39637,2023-12-10T18:33:36Z,2000
39.8387,-75.39659,2023-12-10T18:33:37Z,2000
39.83853,-75.39682,2023-12-10T18:33:39Z,2000
39.83853,-75.39682,2023-12-10T18:33:39Z,2000
39.83853,-75.39682,2023-12-10T18:33:39Z,2000
39.83839,-75.39701,2023-12-10T18:33:40Z,2000
39.83803,-75.39759,2023-12-10T18:33:44Z,2000
39.83803,-75.39759,2023-12-10T18:33:44Z,2000
39.83856,-75.39825,2023-12-10T18:33:49Z,2000
39.83869,-75.3984,2023-12-10T18:33:50Z,2000
39.83877,-75.3985,2023-12-10T18:33:51Z,2000
39.83928,-75.39911,2023-12-10T18:33:55Z,2000
39.84003,-75.40003,2023-12-10T18:34:02Z,2000
39.84003,-75.40003,2023-12-10T18:34:02Z,2000
39.84028,-75.40025,2023-12-10T18:34:04Z,2000
39.8409,-75.40099,2023-12-10T18:34:10Z,2000
39.84102,-75.40115,2023-12-10T18:34:11Z,2000
39.84107,-75.4012,2023-12-10T18:34:11Z,2000
39.84113,-75.40124,2023-12-10T18:34:12Z,2000
39.84118,-75.40125,2023-12-10T18:34:12Z,2000
39.84127,-75.40127,2023-12-10T18:34:13Z,2000
39.84138,-75.40127,2023-12-10T18:34:14Z,2000
39.84144,-75.40124,2023-12-10T18:34:14Z,2000
39.8415,-75.40119,2023-12-10T18:34:14Z,2000
39.84157,-75.4011,2023-12-10T18:34:15Z,2000
39.84162,-75.40101,2023-12-10T18:34:16Z,2000
39.84173,-75.40068,2023-12-10T18:34:18Z,2000
39.84197,-75.40014,2023-12-10T18:34:21Z,2000
39.84225,-75.39931,2023-12-10T18:34:25Z,2000
39.84242,-75.39883,2023-12-10T18:34:28Z,2000
39.84289,-75.39755,2023-12-10T18:34:35Z,2000
39.84309,-75.39704,2023-12-10T18:34:38Z,2000
39.84334,-75.39641,2023-12-10T18:34:42Z,2000
39.8435,-75.39603,2023-12-10T18:34:44Z,2000
39.84367,-75.39565,2023-12-10T18:34:46Z,2000
39.84389,-75.39516,2023-12-10T18:34:49Z,2000
39.84417,-75.39455,2023-12-10T18:34:53Z,2000
39.84474,-75.39333,2023-12-10T18:35:00Z,2000
39.84474,-75.39333,2023-12-10T18:35:00Z,2000
39.84493,-75.39279,2023-12-10T18:35:03Z,2000
39.84513,-75.39231,2023-12-10T18:35:06Z,2000
39.84532,-75.39179,2023-12-10T18:35:09Z,2000
39.84577,-75.39049,2023-12-10T18:35:16Z,2000
39.84599,-75.38982,2023-12-10T18:35:20Z,2000
39.84609,-75.38951,2023-12-10T18:35:22Z,2000
39.84613,-75.38927,2023-12-10T18:35:23Z,2000
39.84615,-75.38906,2023-12-10T18:35:24Z,2000
39.84615,-75.38894,2023-12-10T18:35:25Z,2000
39.84614,-75.38881,2023-12-10T18:35:25Z,2000
39.84612,-75.38865,2023-12-10T18:35:26Z,2000
39.84608,-75.38847,2023-12-10T18:35:27Z,2000
39.84604,-75.38833,2023-12-10T18:35:28Z,2000
39.84597,-75.38817,2023-12-10T18:35:29Z,2000
39.84588,-75.38799,2023-12-10T18:35:30Z,2000
39.8458,-75.38786,2023-12-10T18:35:31Z,2000
39.84571,-75.38776,2023-12-10T18:35:32Z,2000
39.8456,-75.38764,2023-12-10T18:35:33Z,2000
